,Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,Day,Time_Range
194,24/10/2015,21,malay,female,fat,30-40,no,no_kids,big,grey,casual,red,long sleeve,grey,long,clothes,6,9,no,Saturday,night
195,24/10/2015,21,malay,female,thin,50-60,no,no_kids,big,black,casual,grey,short_sleeve,brown,long,clothes,5,8,yes,Saturday,night
196,24/10/2015,21,malay,female,thin,30-40,no,no_kids,big,blue,casual,red,long sleeve,grey,long,clothes,4,8,no,Saturday,night
197,24/10/2015,21,malay,male,fat,40-50,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,3,7,yes,Saturday,night
198,24/10/2015,23,chinese,female,thin,30-40,no,no_kids,big,orange,formal,white,short_sleeve,blue,long,clothes,6,8,no,Saturday,night
199,24/10/2015,23,indian,male,thin,40-50,no,no_kids,big,blue,casual,blue,short_sleeve,brown,short,blankets,4,10,no,Saturday,night
200,24/10/2015,23,chinese,male,thin,30-40,no,no_kids,big,black,casual,grey,short_sleeve,blue,short,clothes,3,8,no,Saturday,night
201,25/10/2015,0,malay,male,fat,30-40,no,no_kids,big,black,casual,red,short_sleeve,black,long,blankets,4,7,no,Sunday,midnight
202,25/10/2015,0,malay,male,fat,40-50,no,no_kids,big,grey,casual,grey,short_sleeve,red,long,clothes,6,10,yes,Sunday,midnight
203,25/10/2015,1,chinese,female,fat,50-60,no,no_kids,big,brown,casual,black,short_sleeve,black,long,blankets,3,7,no,Sunday,midnight
204,25/10/2015,8,chinese,male,moderate,30-40,no,no_kids,big,red,casual,white,short_sleeve,blue,long,clothes,4,10,yes,Sunday,morning
205,25/10/2015,8,chinese,female,thin,20-30,no,no_kids,big,blue,casual,pink,short_sleeve,pink,short,clothes,3,10,yes,Sunday,morning
206,25/10/2015,8,malay,male,fat,50-60,no,no_kids,small,red,casual,orange,short_sleeve,blue,long,clothes,4,8,yes,Sunday,morning
207,26/10/2015,8,malay,female,moderate,40-50,no,no_kids,big,purple,casual,blue,long sleeve,black,long,clothes,6,10,yes,Monday,morning
208,26/10/2015,8,malay,male,thin,20-30,no,no_kids,small,red,casual,orange,short_sleeve,white,long,clothes,6,9,yes,Monday,morning
209,26/10/2015,8,malay,female,fat,20-30,no,no_kids,big,white,casual,purple,long sleeve,pink,long,clothes,5,8,no,Monday,morning
210,26/10/2015,8,malay,male,moderate,40-50,yes,baby,big,green,casual,black,short_sleeve,grey,long,clothes,3,9,no,Monday,morning
211,26/10/2015,9,indian,male,moderate,40-50,no,no_kids,big,white,casual,black,short_sleeve,blue,long,clothes,6,7,no,Monday,morning
212,29/10/2015,21,chinese,female,moderate,40-50,no,no_kids,small,black,casual,purple,short_sleeve,purple,long,clothes,6,8,no,Thursday,night
213,29/10/2015,21,foreigner ,female,fat,30-40,no,no_kids,big,black,casual,red,short_sleeve,brown,short,clothes,5,10,no,Thursday,night
214,29/10/2015,21,malay,male,fat,30-40,no,no_kids,small,grey,casual,grey,long sleeve,blue,short,clothes,3,8,no,Thursday,night
215,29/10/2015,21,foreigner ,female,fat,40-50,no,no_kids,big,purple,casual,green,short_sleeve,black,long,clothes,6,10,no,Thursday,night
216,29/10/2015,21,indian,female,fat,30-40,yes,young,big,black,formal,pink,short_sleeve,grey,long,clothes,6,9,no,Thursday,night
217,29/10/2015,21,malay,female,fat,40-50,no,no_kids,big,grey,casual,black,long sleeve,white,long,clothes,4,10,no,Thursday,night
218,29/10/2015,21,chinese,male,fat,30-40,no,no_kids,big,black,casual,brown,short_sleeve,grey,short,clothes,6,8,no,Thursday,night
219,29/10/2015,21,malay,female,moderate,40-50,no,no_kids,big,white,casual,black,long sleeve,black,long,clothes,6,7,no,Thursday,night
220,29/10/2015,22,indian,male,fat,30-40,no,no_kids,big,red,casual,blue,short_sleeve,white,long,clothes,6,10,no,Thursday,night
221,30/10/2015,18,malay,male,thin,40-50,no,no_kids,big,green,formal,grey,long sleeve,black,long,clothes,5,8,no,Friday,afternoon
222,01/11/2015,6,indian,female,fat,40-50,no,no_kids,big,red,casual,black,short_sleeve,blue,long,clothes,4,10,no,Sunday,midnight
223,01/11/2015,7,malay,female,thin,40-50,no,no_kids,big,blue,casual,pink,long sleeve,green,long,clothes,6,10,yes,Sunday,midnight
224,01/11/2015,7,indian,male,thin,50-60,no,no_kids,big,yellow,casual,red,short_sleeve,purple,long,clothes,4,8,no,Sunday,midnight
225,01/11/2015,8,malay,male,fat,20-30,yes,young,big,black,casual,grey,short_sleeve,blue,long,clothes,6,9,no,Sunday,morning
226,02/11/2015,13,indian,male,thin,40-50,no,no_kids,big,white,formal,orange,long sleeve,black,long,clothes,3,9,no,Monday,afternoon
227,02/11/2015,13,indian,male,moderate,40-50,no,no_kids,big,black,casual,black,short_sleeve,black,long,clothes,6,10,no,Monday,afternoon
228,02/11/2015,14,malay,female,fat,30-40,no,no_kids,big,red,casual,brown,short_sleeve,black,long,clothes,3,7,no,Monday,afternoon
229,02/11/2015,14,malay,female,thin,50-60,no,no_kids,big,white,formal,black,long sleeve,black,long,clothes,6,7,no,Monday,afternoon
230,02/11/2015,14,malay,male,fat,40-50,no,no_kids,small,white,casual,white,short_sleeve,white,long,clothes,6,8,no,Monday,afternoon
231,02/11/2015,14,malay,male,moderate,50-60,no,no_kids,big,orange,casual,black,short_sleeve,grey,long,clothes,3,7,no,Monday,afternoon
232,02/11/2015,15,indian,female,thin,30-40,no,no_kids,big,red,casual,blue,long sleeve,black,long,clothes,4,8,no,Monday,afternoon
233,02/11/2015,15,indian,female,thin,40-50,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,3,7,no,Monday,afternoon
234,02/11/2015,17,malay,female,fat,40-50,no,no_kids,big,red,traditional,pink,long sleeve,white,long,clothes,6,9,yes,Monday,afternoon
235,02/11/2015,17,malay,female,fat,30-40,no,no_kids,big,red,traditional,red,long sleeve,red,long,clothes,5,9,yes,Monday,afternoon
236,02/11/2015,17,malay,female,fat,50-60,no,no_kids,big,red,traditional,purple,long sleeve,purple,long,clothes,3,7,no,Monday,afternoon
237,02/11/2015,17,malay,female,thin,20-30,no,no_kids,big,pink,traditional,purple,long sleeve,purple,long,clothes,5,10,yes,Monday,afternoon
238,02/11/2015,17,indian,female,thin,20-30,no,no_kids,big,grey,casual,brown,short_sleeve,black,long,blankets,4,8,no,Monday,afternoon
239,02/11/2015,18,malay,male,fat,30-40,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,blankets,5,9,no,Monday,afternoon
240,02/11/2015,18,foreigner ,male,moderate,40-50,no,no_kids,big,brown,casual,green,long sleeve,blue,long,clothes,6,7,no,Monday,afternoon
241,02/11/2015,18,indian,male,thin,40-50,no,no_kids,big,red,casual,orange,short_sleeve,black,long,clothes,5,7,no,Monday,afternoon
242,02/11/2015,18,malay,female,thin,30-40,no,no_kids,small,pink,traditional,purple,long sleeve,purple,long,clothes,3,10,no,Monday,afternoon
243,02/11/2015,19,malay,female,moderate,30-40,no,no_kids,big,black,casual,blue,long sleeve,black,long,clothes,6,7,no,Monday,afternoon
244,02/11/2015,19,malay,male,fat,30-40,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,5,9,no,Monday,afternoon
245,02/11/2015,19,malay,female,fat,30-40,no,no_kids,big,blue,casual,green,long sleeve,grey,long,clothes,3,7,no,Monday,afternoon
246,02/11/2015,19,indian,female,moderate,50-60,no,no_kids,big,green,casual,orange,short_sleeve,black,short,clothes,5,8,no,Monday,afternoon
247,02/11/2015,19,chinese,male,fat,50-60,no,no_kids,big,blue,casual,brown,short_sleeve,white,short,clothes,3,7,no,Monday,afternoon
248,02/11/2015,19,malay,female,moderate,30-40,no,no_kids,big,blue,casual,white,short_sleeve,red,short,clothes,3,10,no,Monday,afternoon
249,02/11/2015,19,foreigner ,male,thin,30-40,no,no_kids,small,brown,casual,grey,short_sleeve,brown,short,clothes,5,10,no,Monday,afternoon
250,02/11/2015,19,foreigner ,male,moderate,30-40,no,no_kids,big,green,casual,green,short_sleeve,blue,long,clothes,3,8,no,Monday,afternoon
251,02/11/2015,20,malay,male,fat,50-60,no,no_kids,big,orange,traditional,green,long sleeve,brown,long,clothes,6,9,yes,Monday,night
252,02/11/2015,20,malay,female,fat,30-40,no,no_kids,big,grey,casual,green,short_sleeve,black,long,clothes,3,9,no,Monday,night
253,02/11/2015,20,malay,male,fat,40-50,no,no_kids,big,white,casual,black,short_sleeve,green,long,clothes,5,10,no,Monday,night
254,02/11/2015,21,malay,male,fat,40-50,no,no_kids,big,pink,casual,orange,short_sleeve,blue,long,clothes,5,10,yes,Monday,night
255,02/11/2015,21,malay,female,thin,50-60,no,no_kids,big,green,formal,white,long sleeve,black,long,clothes,5,10,no,Monday,night
256,02/11/2015,21,malay,female,thin,30-40,no,no_kids,big,black,casual,white,short_sleeve,black,long,blankets,4,8,yes,Monday,night
257,02/11/2015,22,indian,male,moderate,30-40,no,no_kids,big,white,casual,brown,short_sleeve,grey,long,clothes,6,10,no,Monday,night
258,02/11/2015,22,malay,female,thin,40-50,no,no_kids,big,pink,casual,purple,long sleeve,purple,long,clothes,3,8,yes,Monday,night
259,02/11/2015,23,indian,female,thin,30-40,no,no_kids,big,white,casual,black,short_sleeve,black,long,clothes,5,9,no,Monday,night
260,02/11/2015,23,indian,female,moderate,40-50,no,no_kids,big,white,formal,purple,long sleeve,black,long,clothes,6,7,no,Monday,night
261,02/11/2015,23,indian,female,fat,20-30,no,no_kids,big,white,traditional,green,short_sleeve,black,long,blankets,3,8,no,Monday,night
262,03/11/2015,0,chinese,male,thin,50-60,no,no_kids,big,white,casual,blue,short_sleeve,white,short,clothes,5,10,no,Tuesday,midnight
263,03/11/2015,0,indian,male,thin,20-30,no,no_kids,big,white,casual,black,short_sleeve,black,long,clothes,5,8,no,Tuesday,midnight
264,03/11/2015,0,chinese,male,fat,30-40,no,no_kids,big,white,casual,yellow,short_sleeve,brown,long,clothes,5,7,yes,Tuesday,midnight
265,03/11/2015,1,indian,female,fat,30-40,no,no_kids,big,blue,formal,black,long sleeve,black,long,clothes,3,10,no,Tuesday,midnight
266,03/11/2015,8,chinese,female,fat,40-50,no,no_kids,big,brown,casual,orange,short_sleeve,black,long,clothes,4,10,no,Tuesday,morning
267,03/11/2015,8,indian,male,fat,30-40,no,no_kids,big,blue,casual,grey,short_sleeve,blue,short,clothes,4,7,yes,Tuesday,morning
268,03/11/2015,9,indian,male,moderate,30-40,no,no_kids,big,red,casual,brown,short_sleeve,blue,short,clothes,3,7,no,Tuesday,morning
269,03/11/2015,10,malay,female,thin,30-40,no,no_kids,big,blue,formal,orange,long sleeve,blue,long,clothes,4,7,no,Tuesday,morning
270,03/11/2015,14,chinese,female,moderate,50-60,no,no_kids,big,black,casual,brown,short_sleeve,black,long,clothes,3,7,no,Tuesday,afternoon
271,03/11/2015,15,indian,male,moderate,40-50,no,no_kids,big,white,casual,red,short_sleeve,grey,long,clothes,3,10,no,Tuesday,afternoon
272,03/11/2015,17,chinese,male,thin,40-50,no,no_kids,big,red,casual,red,short_sleeve,blue,short,clothes,4,8,no,Tuesday,afternoon
273,03/11/2015,17,malay,female,fat,30-40,no,no_kids,big,grey,traditional,blue,long sleeve,blue,long,clothes,4,8,no,Tuesday,afternoon
274,03/11/2015,18,chinese,female,thin,40-50,no,no_kids,big,orange,casual,grey,long sleeve,black,long,clothes,3,8,no,Tuesday,afternoon
275,03/11/2015,19,foreigner ,male,thin,40-50,no,no_kids,big,white,casual,white,short_sleeve,pink,short,clothes,6,9,no,Tuesday,afternoon
276,03/11/2015,19,foreigner ,female,fat,30-40,no,no_kids,big,orange,casual,yellow,short_sleeve,black,long,clothes,5,7,no,Tuesday,afternoon
277,03/11/2015,19,foreigner ,female,fat,50-60,no,no_kids,big,white,casual,green,long sleeve,white,long,blankets,5,8,no,Tuesday,afternoon
278,03/11/2015,19,chinese,female,fat,40-50,no,no_kids,big,blue,casual,pink,short_sleeve,black,long,clothes,6,10,no,Tuesday,afternoon
279,03/11/2015,19,malay,female,fat,40-50,no,no_kids,big,white,casual,red,short_sleeve,brown,long,clothes,5,10,no,Tuesday,afternoon
280,03/11/2015,19,foreigner ,female,moderate,40-50,no,no_kids,big,black,casual,red,short_sleeve,black,long,clothes,3,9,no,Tuesday,afternoon
281,03/11/2015,20,malay,male,fat,20-30,no,no_kids,big,red,casual,purple,short_sleeve,white,short,clothes,4,8,no,Tuesday,night
282,03/11/2015,20,malay,female,fat,40-50,no,no_kids,big,green,casual,green,short_sleeve,black,long,clothes,6,9,no,Tuesday,night
283,03/11/2015,20,malay,female,thin,20-30,no,no_kids,big,grey,casual,orange,short_sleeve,grey,short,clothes,6,10,no,Tuesday,night
284,03/11/2015,21,malay,female,fat,50-60,no,no_kids,big,blue,casual,black,short_sleeve,black,long,blankets,3,9,no,Tuesday,night
285,03/11/2015,21,malay,female,fat,40-50,no,no_kids,big,black,casual,black,long sleeve,pink,short,clothes,4,8,no,Tuesday,night
286,03/11/2015,21,chinese,female,thin,40-50,no,no_kids,big,white,casual,yellow,short_sleeve,black,short,clothes,3,7,no,Tuesday,night
287,03/11/2015,21,malay,male,fat,20-30,no,no_kids,big,black,casual,yellow,short_sleeve,grey,long,clothes,5,7,no,Tuesday,night
288,03/11/2015,21,malay,male,thin,30-40,no,no_kids,big,red,casual,black,short_sleeve,grey,long,clothes,4,7,yes,Tuesday,night
289,03/11/2015,21,malay,male,fat,20-30,yes,young,big,white,casual,yellow,short_sleeve,grey,long,clothes,5,9,no,Tuesday,night
290,03/11/2015,21,indian,male,moderate,30-40,no,no_kids,big,red,casual,green,short_sleeve,black,long,clothes,3,10,no,Tuesday,night
291,03/11/2015,21,malay,female,fat,40-50,yes,toddler,big,blue,casual,black,short_sleeve,grey,long,clothes,5,9,yes,Tuesday,night
292,03/11/2015,22,foreigner ,male,moderate,30-40,no,no_kids,big,red,casual,yellow,short_sleeve,grey,long,clothes,5,8,no,Tuesday,night
293,03/11/2015,22,malay,male,moderate,20-30,no,no_kids,big,blue,formal,white,short_sleeve,grey,long,clothes,6,8,no,Tuesday,night
294,03/11/2015,22,malay,female,thin,40-50,yes,toddler,big,red,casual,red,short_sleeve,black,long,clothes,3,10,yes,Tuesday,night
295,03/11/2015,22,chinese,male,fat,50-60,yes,young,big,pink,casual,grey,short_sleeve,red,long,clothes,4,8,no,Tuesday,night
296,03/11/2015,22,malay,male,moderate,40-50,no,no_kids,big,black,casual,grey,long sleeve,green,long,clothes,3,7,no,Tuesday,night
297,03/11/2015,23,malay,female,fat,30-40,no,no_kids,big,green,casual,red,short_sleeve,grey,long,clothes,5,7,no,Tuesday,night
298,03/11/2015,23,malay,female,moderate,30-40,no,no_kids,big,white,casual,red,short_sleeve,black,long,clothes,3,8,no,Tuesday,night
299,03/11/2015,23,indian,female,moderate,30-40,no,no_kids,big,red,casual,brown,short_sleeve,white,long,blankets,3,7,no,Tuesday,night
300,03/11/2015,23,chinese,male,thin,30-40,no,no_kids,big,grey,casual,white,short_sleeve,grey,long,clothes,4,8,no,Tuesday,night
301,03/11/2015,23,malay,female,thin,50-60,no,no_kids,big,purple,casual,white,short_sleeve,black,short,clothes,6,9,no,Tuesday,night
302,03/11/2015,23,chinese,male,thin,30-40,no,no_kids,big,white,casual,white,short_sleeve,white,short,clothes,5,7,no,Tuesday,night
303,04/11/2015,1,indian,male,thin,30-40,no,no_kids,big,white,casual,black,short_sleeve,blue,long,blankets,6,9,no,Wednesday,midnight
304,04/11/2015,1,foreigner ,male,thin,20-30,no,no_kids,big,white,casual,grey,short_sleeve,black,long,clothes,4,8,no,Wednesday,midnight
305,04/11/2015,1,foreigner ,male,moderate,40-50,no,no_kids,small,white,casual,black,short_sleeve,blue,long,clothes,6,10,no,Wednesday,midnight
306,04/11/2015,2,foreigner ,female,fat,20-30,no,no_kids,big,green,casual,grey,short_sleeve,blue,long,clothes,6,8,no,Wednesday,midnight
307,04/11/2015,2,foreigner ,female,moderate,40-50,no,no_kids,big,purple,casual,pink,short_sleeve,grey,long,blankets,4,9,no,Wednesday,midnight
308,04/11/2015,3,indian,male,moderate,30-40,no,no_kids,big,purple,casual,white,short_sleeve,black,long,blankets,5,10,yes,Wednesday,midnight
309,04/11/2015,5,malay,male,moderate,30-40,no,no_kids,big,red,casual,white,short_sleeve,grey,long,blankets,5,9,no,Wednesday,midnight
310,04/11/2015,7,malay,male,thin,30-40,no,no_kids,small,white,casual,pink,short_sleeve,black,long,clothes,4,9,no,Wednesday,midnight
311,04/11/2015,7,malay,male,moderate,30-40,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,6,9,no,Wednesday,midnight
312,04/11/2015,8,indian,male,moderate,30-40,no,no_kids,big,blue,formal,grey,short_sleeve,brown,long,clothes,6,9,no,Wednesday,morning
313,04/11/2015,9,indian,female,fat,30-40,no,no_kids,big,blue,traditional,red,short_sleeve,white,long,clothes,6,10,no,Wednesday,morning
314,04/11/2015,9,malay,female,thin,30-40,yes,toddler,big,blue,traditional,pink,long sleeve,pink,long,clothes,5,9,no,Wednesday,morning
315,04/11/2015,10,indian,female,thin,40-50,no,no_kids,big,black,casual,orange,short_sleeve,blue,long,clothes,6,8,no,Wednesday,morning
316,04/11/2015,10,chinese,female,thin,50-60,no,no_kids,big,blue,casual,white,short_sleeve,brown,short,clothes,4,9,no,Wednesday,morning
317,04/11/2015,10,malay,male,moderate,20-30,yes,toddler,big,orange,casual,white,short_sleeve,black,short,clothes,3,7,yes,Wednesday,morning
318,04/11/2015,10,malay,male,thin,40-50,no,no_kids,big,black,formal,white,short_sleeve,black,long,clothes,3,10,no,Wednesday,morning
319,04/11/2015,11,indian,female,thin,30-40,no,no_kids,big,red,casual,green,short_sleeve,black,long,blankets,6,8,no,Wednesday,morning
320,04/11/2015,11,indian,male,moderate,40-50,no,no_kids,big,white,casual,white,short_sleeve,blue,long,blankets,6,9,no,Wednesday,morning
321,04/11/2015,12,indian,male,moderate,40-50,no,no_kids,big,white,formal,pink,short_sleeve,black,long,clothes,4,7,no,Wednesday,morning
322,04/11/2015,12,indian,male,moderate,50-60,no,no_kids,big,white,casual,white,short_sleeve,black,long,clothes,4,9,no,Wednesday,morning
323,05/11/2015,15,indian,male,moderate,40-50,no,no_kids,big,blue,casual,green,short_sleeve,blue,long,clothes,4,7,no,Thursday,afternoon
324,05/11/2015,15,indian,male,fat,30-40,no,no_kids,big,blue,casual,purple,short_sleeve,grey,long,clothes,5,9,no,Thursday,afternoon
325,05/11/2015,15,malay,female,moderate,50-60,no,no_kids,big,brown,casual,red,short_sleeve,green,short,clothes,6,7,yes,Thursday,afternoon
326,05/11/2015,15,malay,female,thin,30-40,no,no_kids,big,white,casual,black,long sleeve,blue,long,clothes,5,10,no,Thursday,afternoon
327,15/11/2015,6,chinese,male,thin,30-40,no,no_kids,big,blue,casual,black,short_sleeve,brown,long,clothes,4,7,no,Sunday,midnight
328,15/11/2015,7,indian,male,moderate,30-40,no,no_kids,big,red,casual,green,short_sleeve,grey,long,clothes,6,7,no,Sunday,midnight
329,15/11/2015,7,foreigner ,female,moderate,40-50,no,no_kids,small,blue,traditional,red,long sleeve,red,long,clothes,6,9,no,Sunday,midnight
330,15/11/2015,7,foreigner ,female,thin,40-50,no,no_kids,big,red,traditional,grey,long sleeve,green,long,clothes,5,10,no,Sunday,midnight
331,15/11/2015,8,malay,male,fat,40-50,yes,young,big,white,traditional,pink,long sleeve,white,long,clothes,3,7,no,Sunday,morning
332,15/11/2015,8,chinese,male,fat,50-60,yes,young,big,white,casual,red,short_sleeve,grey,long,blankets,4,9,yes,Sunday,morning
333,15/11/2015,8,indian,male,thin,20-30,no,no_kids,big,white,casual,brown,short_sleeve,grey,long,clothes,5,7,no,Sunday,morning
334,15/11/2015,8,malay,male,moderate,40-50,no,no_kids,big,pink,casual,brown,short_sleeve,brown,long,clothes,5,8,no,Sunday,morning
335,15/11/2015,8,foreigner ,male,moderate,30-40,no,no_kids,big,white,casual,blue,short_sleeve,grey,long,clothes,6,7,no,Sunday,morning
336,15/11/2015,9,malay,female,moderate,20-30,yes,baby,big,pink,casual,black,short_sleeve,blue,long,clothes,4,8,no,Sunday,morning
337,15/11/2015,9,indian,female,moderate,50-60,no,no_kids,big,white,casual,black,short_sleeve,blue,short,clothes,3,8,no,Sunday,morning
338,15/11/2015,9,indian,male,moderate,30-40,no,no_kids,big,green,casual,white,short_sleeve,black,short,clothes,3,8,no,Sunday,morning
339,15/11/2015,9,malay,female,moderate,40-50,yes,toddler,big,brown,casual,black,short_sleeve,blue,long,clothes,5,9,no,Sunday,morning
340,15/11/2015,9,chinese,male,thin,50-60,no,no_kids,big,white,casual,white,short_sleeve,black,long,clothes,4,10,no,Sunday,morning
341,15/11/2015,9,malay,female,thin,40-50,no,no_kids,big,black,casual,red,short_sleeve,black,long,clothes,3,7,no,Sunday,morning
342,15/11/2015,10,indian,female,thin,30-40,no,no_kids,big,black,formal,red,long sleeve,black,long,blankets,3,7,no,Sunday,morning
343,15/11/2015,10,chinese,female,moderate,40-50,no,no_kids,big,red,casual,grey,short_sleeve,black,long,clothes,4,9,no,Sunday,morning
344,15/11/2015,10,chinese,male,fat,40-50,no,no_kids,big,green,casual,grey,short_sleeve,brown,short,clothes,5,9,yes,Sunday,morning
345,15/11/2015,10,malay,female,thin,50-60,yes,toddler,big,white,casual,black,long sleeve,black,long,clothes,6,8,no,Sunday,morning
346,15/11/2015,10,indian,male,thin,30-40,no,no_kids,big,green,casual,grey,short_sleeve,grey,long,blankets,3,8,yes,Sunday,morning
347,15/11/2015,11,indian,female,moderate,40-50,yes,young,big,red,casual,white,short_sleeve,purple,short,clothes,3,8,no,Sunday,morning
348,15/11/2015,11,indian,female,thin,50-60,yes,baby,big,red,casual,white,short_sleeve,black,long,clothes,4,8,no,Sunday,morning
349,15/11/2015,11,malay,female,fat,30-40,no,no_kids,big,red,casual,white,short_sleeve,black,long,clothes,6,10,no,Sunday,morning
350,15/11/2015,11,indian,male,fat,30-40,no,no_kids,big,blue,casual,pink,short_sleeve,white,short,clothes,5,10,yes,Sunday,morning
351,15/11/2015,12,malay,female,fat,30-40,yes,toddler,big,red,traditional,white,long sleeve,black,long,clothes,3,10,no,Sunday,morning
352,15/11/2015,12,foreigner ,male,moderate,30-40,no,no_kids,big,white,casual,black,short_sleeve,blue,long,clothes,6,9,no,Sunday,morning
353,15/11/2015,12,indian,male,moderate,40-50,no,no_kids,big,orange,casual,white,short_sleeve,grey,short,blankets,5,8,no,Sunday,morning
354,15/11/2015,12,chinese,male,thin,50-60,no,no_kids,big,yellow,casual,black,short_sleeve,brown,long,clothes,5,7,no,Sunday,morning
355,15/11/2015,12,chinese,female,thin,40-50,yes,toddler,big,yellow,casual,brown,short_sleeve,black,long,clothes,5,9,no,Sunday,morning
356,15/11/2015,13,malay,male,fat,40-50,yes,young,big,white,casual,brown,short_sleeve,blue,long,blankets,4,7,no,Sunday,afternoon
357,15/11/2015,13,indian,male,moderate,50-60,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,4,10,no,Sunday,afternoon
358,15/11/2015,13,malay,female,moderate,40-50,no,no_kids,big,grey,casual,purple,long sleeve,green,long,clothes,3,10,no,Sunday,afternoon
359,15/11/2015,13,indian,male,thin,40-50,yes,young,big,orange,formal,red,short_sleeve,grey,long,clothes,6,10,no,Sunday,afternoon
360,15/11/2015,13,indian,male,moderate,20-30,no,no_kids,big,white,casual,green,short_sleeve,blue,long,blankets,5,8,yes,Sunday,afternoon
361,15/11/2015,14,foreigner ,female,thin,50-60,yes,baby,big,white,casual,red,short_sleeve,black,long,blankets,6,8,no,Sunday,afternoon
362,15/11/2015,14,malay,male,thin,40-50,yes,young,big,blue,casual,white,short_sleeve,blue,long,blankets,4,8,no,Sunday,afternoon
363,15/11/2015,14,indian,female,moderate,30-40,no,no_kids,big,blue,casual,blue,short_sleeve,blue,short,blankets,6,10,no,Sunday,afternoon
364,15/11/2015,14,indian,female,thin,40-50,no,no_kids,big,white,casual,red,short_sleeve,black,short,clothes,4,10,no,Sunday,afternoon
365,15/11/2015,14,indian,female,thin,50-60,no,no_kids,big,blue,casual,black,long sleeve,brown,long,clothes,3,7,no,Sunday,afternoon
366,15/11/2015,14,chinese,female,moderate,20-30,no,no_kids,big,blue,casual,white,short_sleeve,grey,long,blankets,3,7,no,Sunday,afternoon
367,23/11/2015,16,malay,female,moderate,30-40,yes,young,big,orange,casual,pink,short_sleeve,grey,long,clothes,3,7,no,Monday,afternoon
368,23/11/2015,16,malay,female,fat,40-50,yes,young,big,green,casual,white,short_sleeve,white,long,clothes,3,8,no,Monday,afternoon
369,23/11/2015,16,malay,male,moderate,50-60,yes,toddler,big,pink,casual,blue,short_sleeve,blue,long,clothes,4,7,no,Monday,afternoon
370,23/11/2015,17,malay,female,fat,50-60,yes,young,big,red,casual,brown,long sleeve,blue,long,clothes,6,10,no,Monday,afternoon
371,23/11/2015,17,indian,male,moderate,40-50,no,no_kids,big,yellow,casual,yellow,short_sleeve,black,long,clothes,4,7,no,Monday,afternoon
372,23/11/2015,17,indian,male,moderate,40-50,no,no_kids,big,pink,casual,blue,short_sleeve,blue,long,blankets,3,8,no,Monday,afternoon
373,23/11/2015,17,chinese,male,fat,40-50,no,no_kids,big,green,casual,black,short_sleeve,blue,long,clothes,5,10,no,Monday,afternoon
374,23/11/2015,17,malay,female,moderate,40-50,no,no_kids,small,white,formal,brown,long sleeve,blue,long,clothes,4,9,no,Monday,afternoon
375,23/11/2015,19,foreigner ,female,thin,40-50,no,no_kids,big,black,traditional,black,long sleeve,black,long,clothes,4,8,no,Monday,afternoon
376,23/11/2015,19,foreigner ,female,thin,30-40,no,no_kids,big,red,traditional,black,long sleeve,black,long,clothes,5,9,no,Monday,afternoon
377,23/11/2015,19,chinese,male,fat,30-40,no,no_kids,big,green,casual,black,short_sleeve,white,short,clothes,4,7,yes,Monday,afternoon
378,23/11/2015,20,indian,male,moderate,20-30,no,no_kids,big,green,casual,black,short_sleeve,brown,long,clothes,6,7,no,Monday,night
379,23/11/2015,20,indian,male,fat,50-60,no,no_kids,big,white,casual,green,short_sleeve,green,long,clothes,6,10,no,Monday,night
380,23/11/2015,20,indian,male,thin,30-40,no,no_kids,big,pink,casual,blue,short_sleeve,grey,short,clothes,4,10,no,Monday,night
381,23/11/2015,20,malay,female,moderate,20-30,no,no_kids,big,white,casual,brown,long sleeve,black,long,clothes,3,7,no,Monday,night
382,23/11/2015,20,chinese,male,thin,40-50,no,no_kids,big,green,casual,white,short_sleeve,brown,short,clothes,5,9,yes,Monday,night
383,23/11/2015,20,indian,male,fat,50-60,no,no_kids,big,red,casual,white,short_sleeve,black,long,clothes,4,10,no,Monday,night
384,23/11/2015,20,foreigner ,male,fat,30-40,no,no_kids,big,white,casual,orange,short_sleeve,brown,long,blankets,3,10,no,Monday,night
385,23/11/2015,20,malay,female,thin,30-40,no,no_kids,big,red,traditional,green,long sleeve,purple,long,clothes,4,8,yes,Monday,night
386,23/11/2015,20,malay,female,thin,40-50,no,no_kids,big,white,casual,black,short_sleeve,blue,long,clothes,6,7,no,Monday,night
387,23/11/2015,20,chinese,male,thin,30-40,yes,young,big,red,casual,pink,short_sleeve,blue,short,clothes,3,8,yes,Monday,night
388,23/11/2015,22,indian,male,moderate,40-50,no,no_kids,big,red,casual,white,short_sleeve,black,long,blankets,4,8,no,Monday,night
389,23/11/2015,22,chinese,female,thin,30-40,no,no_kids,big,red,casual,white,short_sleeve,blue,long,clothes,5,7,no,Monday,night
